sugar to flour ratio,sugar index,chill time,calories,density,pH,grams baking soda,bake time,quality,weight,crunch factor,raisins,nuts,chocolate,oats,butter melted or cubed
0.2,1.7,36.0,60.0,0.9949399999999999,8.1,0.4,9.3,5,15.0,1.18,0,1,1,1,1
0.33,4.7,28.0,110.0,0.991,8.3,0.38,12.5,9,12.6,1.6,0,1,1,0,0
0.25,17.3,15.0,110.0,0.99828,8.15,0.42,9.2,8,13.0,1.16,0,0,1,0,0
0.24,6.1,19.0,86.0,0.98934,8.04,0.26,13.4,10,12.4,1.54,1,0,0,0,0
0.22,11.5,27.0,150.0,0.99445,8.0,0.33,10.6,8,12.6,1.01,0,0,1,0,0
0.28,14.4,55.0,205.0,0.9986,8.12,0.38,9.0,9,14.4,1.89,0,0,1,0,0
0.01,2.4,17.0,32.0,0.9955,8.55,0.61,12.8,6,13.4,1.01,0,1,0,1,1
0.43,10.9,53.0,154.0,0.9975200000000001,8.52,0.77,10.4,8,13.2,1.41,0,0,1,1,0
0.38,4.75,23.0,94.0,0.991,8.42,0.42,11.8,9,11.4,1.16,1,0,0,0,0
0.2,2.0,34.0,44.0,0.9949399999999999,8.1,0.43,9.3,5,15.0,1.94,1,1,0,0,1
0.14,1.3,69.0,168.0,0.9921200000000001,8.47,0.46,10.46666667,7,9.8,1.16,1,0,0,0,0
0.28,14.4,55.0,205.0,0.9986,8.12,0.38,9.0,9,14.4,1.05,0,0,1,0,0
0.49,7.1,22.0,124.0,0.9944,8.14,0.41,10.8,8,16.2,1.94,0,0,1,0,0
0.0,1.7,7.0,17.0,0.99659,8.26,0.64,9.4,6,15.6,1.77,1,1,0,0,1
0.49,13.0,37.0,158.0,0.9955,8.14,0.35,11.3,8,15.6,1.17,0,1,1,0,0
0.37,0.9,36.0,109.0,0.9900700000000001,7.89,0.44,12.7,6,16.0,1.86,0,0,1,1,1
0.57,2.0,27.0,65.0,0.9969,8.28,0.79,10.7,5,18.6,1.76,1,0,0,0,1
0.44,7.6,40.0,227.0,0.99679,8.12,0.52,9.0,7,14.8,1.44,1,0,0,0,0
0.32,7.2,17.0,109.0,0.99498,8.42,0.44,10.4,8,13.6,1.7,0,0,1,1,0
0.26,1.1,42.0,119.0,0.9915799999999999,8.48,0.6,11.0,9,12.4,1.72,0,0,1,0,0
0.3,1.9,8.0,17.0,0.99774,8.32,0.71,10.5,6,18.2,1.66,1,1,0,0,1
0.32,1.2,23.0,72.0,0.99236,8.06,0.68,10.5,7,15.2,1.85,0,0,1,0,0
0.12,2.6,12.0,28.0,0.9994,8.51,0.72,10.0,5,16.6,1.62,0,1,0,1,1
0.29,5.0,28.0,105.0,0.9946,8.52,0.44,10.2,9,13.4,1.59,0,0,1,1,0
0.66,9.1,26.0,159.0,0.9965,8.66,0.55,10.8,7,11.6,1.42,0,0,1,0,0
0.28,1.1,47.0,90.0,0.98862,8.22,0.38,12.6,8,12.0,1.48,0,0,1,0,0
0.34,1.6,27.0,154.0,0.9927,8.05,0.45,10.5,8,15.6,1.27,0,0,1,0,0
0.49,3.5,14.0,108.0,0.9928,8.19,0.35,11.5,8,16.4,1.71,0,0,1,0,0
0.33,9.9,22.0,90.0,0.9925799999999999,8.1,0.43,12.1,9,12.0,1.63,1,0,0,0,0
0.42,1.5,6.0,114.0,0.9914,8.04,0.74,12.8,8,15.2,1.12,0,0,1,1,0
0.45,6.2,6.0,14.0,0.99702,8.21,0.49,11.8,7,20.0,1.11,0,1,1,0,1
0.39,10.2,60.0,149.0,0.99725,8.17,0.54,10.0,9,13.4,1.92,0,0,1,0,0
0.3,9.9,29.0,124.0,0.9941399999999999,8.07,0.42,10.9,8,14.2,1.18,1,0,0,0,0
0.36,14.9,47.0,190.0,0.9982,8.08,0.31,10.0,8,17.0,1.03,1,0,0,0,0
0.32,1.4,31.0,161.0,0.99154,7.95,0.42,10.5,7,15.0,1.96,1,0,0,0,0
0.31,1.7,26.0,65.0,0.99716,8.46,0.62,9.5,6,15.2,1.05,1,0,0,0,1
0.06,4.0,27.0,61.0,0.9965,8.36,0.67,10.7,6,15.8,1.9,1,1,0,0,1
0.3,3.9,36.0,105.0,0.9896299999999999,8.26,0.58,12.75,8,11.6,1.37,0,0,1,0,0
0.3,1.0,38.0,114.0,0.9928,8.58,0.48,9.4,7,11.8,1.89,0,0,1,0,0
0.23,3.4,37.0,92.0,0.9996,8.3,0.65,10.1,5,19.2,1.94,1,1,0,0,1
0.34,1.1,20.0,116.0,0.9927,8.0,0.47,10.2,8,16.6,1.88,0,0,1,0,0
0.74,12.8,48.0,209.0,0.9978,8.12,0.58,9.0,8,12.8,1.96,0,1,1,0,0
0.32,10.3,66.0,272.0,0.9969,8.17,0.52,9.1,8,14.2,1.53,0,0,1,0,0
0.29,3.9,28.0,199.0,0.9961,8.54,0.59,10.3,7,14.0,1.8,0,0,1,0,0
0.32,7.0,38.0,118.0,0.9939,8.25,0.52,10.8,8,13.6,1.05,0,0,1,0,0
0.26,1.9,12.0,86.0,0.9934,8.15,0.38,9.4,7,14.2,1.74,0,0,1,0,0
0.25,2.3,23.0,58.0,0.9963299999999999,8.42,0.97,10.6,5,12.2,1.38,1,0,0,0,1
0.27,18.2,52.0,168.0,0.9993,8.35,0.44,9.4,7,11.8,1.98,0,0,1,0,0
0.58,2.8,25.0,101.0,1.00024,8.13,0.53,10.0,5,23.2,1.07,0,1,1,0,1
0.29,2.4,15.0,93.0,0.99336,8.18,0.6,9.5,7,13.2,1.9,1,0,0,0,0
0.37,14.3,48.0,191.0,0.9978,7.89,0.38,9.0,8,14.6,1.29,0,0,1,0,0
0.29,1.6,53.0,180.0,0.9936,8.34,0.68,10.5,8,14.8,1.39,0,0,1,0,0
0.31,1.1,25.0,96.0,0.9932,8.54,0.51,10.3,8,12.8,1.57,0,0,1,1,0
0.49,1.0,32.0,148.0,0.9936,8.13,0.41,10.0,8,16.2,1.56,0,0,1,0,0
0.43,1.4,12.0,21.0,0.99551,8.21,0.75,10.2,6,17.6,1.56,0,1,1,0,1
0.26,13.1,59.0,150.0,0.99772,8.31,0.46,9.0,7,12.4,1.16,0,0,1,0,0
0.3,2.0,6.0,39.0,0.99346,8.33,0.46,11.9,6,14.0,1.36,0,1,1,0,1
0.68,1.5,31.0,156.0,0.9946,8.32,0.64,9.4,8,14.6,1.64,0,0,1,1,0
0.09,3.9,15.0,29.0,0.99524,8.41,0.52,11.1,4,13.6,1.04,0,1,1,1,1
0.0,2.15,15.0,28.0,0.99444,8.78,0.61,12.5,6,10.4,1.64,0,1,1,1,1
0.38,1.8,19.0,101.0,0.9946,8.24,0.44,10.0,7,15.0,1.83,0,0,1,1,0
0.29,2.8,37.0,107.0,0.99159,8.31,0.63,11.3,9,13.4,1.26,1,0,0,0,0
0.34,3.6,29.0,121.0,0.99111,8.28,0.48,12.1,9,13.0,1.35,0,0,1,0,0
0.28,1.3,10.0,56.0,0.9935200000000001,8.46,0.45,9.9,7,14.0,1.17,0,0,1,1,0
0.25,1.7,39.0,177.0,0.9921200000000001,8.28,0.57,10.6,7,13.0,1.27,1,1,0,0,0
0.28,3.7,57.0,151.0,0.9913,8.22,0.27,11.2,8,11.4,1.14,0,0,1,1,0
0.42,1.7,41.0,122.0,0.993,8.47,0.48,10.5,10,13.6,1.67,0,0,1,0,0
0.36,8.8,13.0,60.0,0.9956,8.13,0.35,11.05,7,16.6,1.65,0,0,1,1,0
0.26,9.9,33.0,181.0,0.9955,8.04,0.42,10.9,8,15.6,1.13,1,0,0,0,0
0.12,1.3,65.0,100.0,0.9874,8.26,0.37,13.5,7,10.0,1.61,0,1,1,1,0
0.27,6.2,23.0,136.0,0.9957,8.3,0.49,10.1,8,13.2,1.71,1,0,0,0,0
0.26,12.7,59.0,195.0,0.9959600000000001,8.26,0.54,10.5,8,13.8,1.17,1,1,0,0,0
0.37,1.2,6.0,94.0,0.9937,8.18,0.52,10.1,7,16.6,1.39,0,0,1,1,0
0.08,2.1,19.0,48.0,0.9949,8.49,0.49,10.494757774346976,6,12.8,1.22,0,1,1,1,1
0.36,1.8,6.0,16.0,0.998,8.18,0.6,9.5,6,16.6,1.84,0,1,1,0,1
0.25,5.8,52.0,155.0,0.995,8.28,0.38,9.4,8,12.6,2.0,0,0,1,0,0
0.3,3.3,30.0,102.0,0.9912,8.08,0.31,12.3,9,14.2,1.31,1,0,0,0,0
0.34,1.6,14.0,132.0,0.9940000000000001,8.3,0.49,9.5,8,12.6,1.49,1,0,0,0,0
0.3,9.15,25.0,166.0,0.99339,8.24,0.56,11.35,8,13.0,1.28,0,0,1,0,0
0.19,3.9,51.0,148.0,0.9986,8.17,0.93,9.2,5,17.8,1.17,0,1,1,1,1
0.49,1.1,35.0,156.0,0.9917,8.13,0.55,11.3,7,14.8,1.53,0,0,1,0,0
0.0,2.2,18.0,28.0,0.99765,8.41,0.6,9.4,5,14.6,1.78,0,1,0,1,1
0.36,4.9,10.0,133.0,0.9942,8.33,0.37,10.8,8,14.0,1.15,0,0,1,0,0
0.49,1.1,35.0,156.0,0.9917,8.13,0.55,11.3,7,14.8,1.73,0,0,1,0,0
0.42,12.6,37.0,213.0,0.9988,7.99,0.56,9.3,7,16.0,1.06,1,1,0,0,0
0.29,5.35,43.0,106.0,0.9911200000000001,7.93,0.43,11.5,9,13.2,1.54,0,0,1,0,0
0.42,5.3,36.0,123.0,0.99321,8.14,0.52,10.9,8,14.0,1.63,0,0,1,0,0
0.4,1.3,24.0,112.0,0.9932,8.14,0.76,10.0,7,15.2,1.8,0,0,1,1,0
0.13,6.3,19.0,50.0,0.9931200000000001,8.09,0.25,11.1,6,13.8,1.22,0,1,0,1,0
0.3,8.1,13.0,114.0,0.9941,8.12,0.35,10.5,8,14.8,2.0,0,0,1,0,0
0.3,7.3,46.0,159.0,0.99519,8.18,0.49,9.4,7,12.0,1.48,1,0,0,0,0
0.22,2.2,11.0,41.0,0.9967,8.36,0.55,9.1,5,16.2,1.95,0,1,0,1,1
0.34,4.3,34.0,108.0,0.99155,8.14,0.45,12.8,10,15.0,1.47,0,1,1,0,0
0.3,6.5,27.0,87.0,0.9936,8.4,0.42,11.4,9,14.0,1.61,1,0,0,0,0
0.49,1.2,18.0,150.0,0.9917,8.23,0.47,11.2,8,14.8,1.27,0,0,1,1,0
0.4,1.3,23.0,92.0,0.9923200000000001,8.2,0.45,10.0,8,11.8,1.69,0,0,1,0,0
0.02,2.5,10.0,14.0,0.9953799999999999,8.51,0.71,11.7,7,15.2,1.47,0,1,0,1,1
0.42,2.8,35.0,73.0,0.9990000000000001,8.28,0.7,9.5,6,20.6,1.36,1,1,0,0,1
0.25,1.1,15.0,86.0,0.99044,7.98,0.39,11.2,10,16.0,1.97,0,0,1,1,0
0.09,2.3,17.0,99.0,0.9937,8.63,0.63,13.0,5,11.2,1.8,1,1,0,0,1
0.3,2.7,64.0,158.0,0.9916,8.12,0.59,12.0,9,15.8,1.29,1,0,0,0,0
0.27,15.5,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.86,0,0,1,1,0
0.39,14.2,49.0,192.0,0.9979,7.98,0.48,9.0,9,14.4,1.44,0,0,1,0,0
0.3,11.1,28.0,237.0,0.9981,8.18,0.49,8.7,7,12.4,1.74,1,0,0,0,0
0.37,1.5,28.0,129.0,0.99226,8.15,0.52,10.8,7,14.2,1.36,0,0,1,0,0
0.44,1.4,25.0,109.0,0.9932,8.11,0.75,10.3,8,15.2,1.08,0,0,1,1,0
0.36,2.5,22.0,157.0,0.9938,8.48,0.49,10.6,8,14.4,1.56,0,0,1,0,0
0.49,6.4,49.0,161.0,0.9945,8.34,0.44,10.4,8,12.8,1.35,0,0,1,1,0
0.04,5.7,21.0,87.0,0.9934,8.22,0.51,10.2,7,11.8,1.25,1,0,0,0,0
0.29,14.4,39.0,118.0,0.99834,8.05,0.5,9.1,8,13.2,1.67,0,0,1,0,0
0.61,16.2,14.0,103.0,0.9987,8.06,0.36,9.2,8,14.4,1.45,0,0,1,0,0
0.38,11.8,51.0,170.0,1.0004,8.34,0.82,8.9,8,16.8,1.48,0,0,1,0,0
0.02,0.8,22.0,63.0,0.9932,8.36,0.36,9.3,7,11.8,1.89,0,1,1,0,0
0.26,12.3,24.0,205.0,0.99611,8.11,0.58,9.9,7,12.6,1.7,1,0,0,0,0
0.26,11.8,55.0,173.0,0.9969899999999999,8.11,0.6,9.8,7,14.8,1.72,0,0,1,0,0
0.33,5.4,21.0,75.0,0.9901200000000001,8.36,0.41,13.5,9,12.4,1.12,0,0,1,0,0
0.22,2.2,12.0,48.0,0.9976,8.18,0.51,9.6,5,18.2,1.27,0,1,0,1,1
0.21,1.6,10.0,37.0,0.9966,8.17,0.91,9.5,5,15.8,1.25,0,1,1,0,1
0.31,8.0,29.0,213.0,0.9959600000000001,8.28,0.57,10.4,8,14.0,1.66,0,0,1,0,0
0.31,1.7,17.0,61.0,0.9895299999999999,8.24,0.37,12.0,9,10.4,1.39,0,0,1,0,0
0.25,1.2,34.0,181.0,0.9935200000000001,8.3,0.42,9.4,9,13.2,1.45,0,0,1,1,0
0.34,1.0,40.0,86.0,0.98993,8.5,0.42,11.7,7,11.6,1.36,0,0,1,0,0
0.24,2.5,5.0,15.0,0.9991,8.32,0.6,9.0,6,17.4,1.68,0,1,0,1,1
0.2,7.6,49.0,170.0,0.9955799999999999,8.22,0.48,9.5,7,12.2,1.59,1,0,0,0,0
0.32,8.5,47.0,186.0,0.9956,8.19,0.4,9.9,8,14.4,1.85,0,0,1,0,0
0.31,1.6,36.0,109.0,0.99044,7.97,0.43,11.9,8,15.0,1.68,0,0,1,0,0
0.29,7.4,16.0,87.0,0.99311,8.15,0.56,10.9,9,13.0,1.38,0,0,1,0,0
0.31,13.9,57.0,135.0,0.99672,8.21,0.38,10.7,7,12.8,1.59,0,0,1,0,0
0.49,1.5,17.0,122.0,0.9932,8.03,0.4,10.3,8,17.0,1.07,0,0,1,1,0
0.23,14.8,28.0,174.0,0.99898,8.18,0.49,9.7,7,15.0,1.1,0,1,1,0,0
0.28,7.2,46.0,179.0,0.99541,8.14,0.6,10.1,8,15.6,1.09,0,0,1,0,0
0.32,12.2,36.0,125.0,0.9967,7.92,0.54,9.4,8,14.2,1.78,0,0,1,1,0
0.0,1.8,5.0,16.0,0.9936,8.5,0.44,11.9,6,13.2,1.45,1,0,0,1,1
0.35,1.8,29.0,84.0,0.98961,7.91,0.57,12.0,9,13.6,2.0,0,0,1,1,0
0.44,11.0,50.0,245.0,0.9972,8.19,0.57,9.3,6,12.6,1.69,0,1,1,1,0
0.28,1.1,24.0,78.0,0.9899,8.36,0.47,12.1,8,12.4,1.79,0,0,1,0,0
0.28,13.3,47.0,132.0,0.99655,8.34,0.42,10.1,8,13.8,1.75,0,0,1,1,0
0.46,2.2,10.0,41.0,0.9963799999999999,8.18,0.69,11.9,6,19.8,1.07,0,1,1,0,1
0.3,1.3,24.0,186.0,0.99361,8.29,0.54,9.9,6,13.8,1.38,1,0,0,0,0
0.3,4.6,19.0,101.0,0.9946,8.31,0.42,9.3,8,11.4,1.05,0,0,1,1,0
0.4,1.5,14.0,21.0,0.99556,8.14,0.51,10.9,6,19.4,1.18,0,0,1,0,1
0.37,1.2,22.0,184.0,0.9938,8.09,0.43,9.3,7,15.0,1.35,1,0,0,0,0
0.1,2.6,4.0,14.0,0.9956200000000001,8.3,0.47,10.5,5,14.6,1.33,0,1,1,0,1
0.25,4.3,22.0,111.0,0.9956,8.12,0.49,9.2,7,15.2,1.13,1,0,0,0,0
0.15,1.8,26.0,35.0,0.9931399999999999,8.32,0.82,11.6,6,12.6,1.89,1,1,0,0,1
0.0,1.65,7.0,12.0,0.9916200000000001,8.47,0.53,12.9,6,12.8,1.68,0,1,1,1,1
0.29,2.2,19.0,49.0,0.99666,8.4,0.76,10.9,7,14.8,1.26,0,0,1,0,1
0.25,4.8,54.0,128.0,0.99074,8.17,0.44,12.2,9,13.0,1.16,0,0,1,0,0
0.26,1.4,33.0,154.0,0.9934,8.24,0.56,9.5,8,13.4,1.77,0,0,1,0,0
0.09,5.1,52.0,97.0,0.9902200000000001,8.41,0.4,12.2,9,8.8,1.9,1,1,0,0,0
0.24,2.0,16.0,86.0,0.99764,8.34,0.64,9.5,6,16.4,1.59,1,1,0,0,1
0.56,11.9,66.0,230.0,0.9972,8.02,0.63,9.3,7,13.6,1.64,0,0,1,0,0
0.45,2.3,16.0,40.0,0.9991,8.39,0.62,9.4,5,19.8,1.72,1,1,0,0,1
0.68,10.9,38.0,133.0,0.9978,8.0,0.36,8.7,7,15.0,1.35,0,0,1,0,0
0.21,2.2,26.0,48.0,0.99661,8.47,0.77,9.7,6,12.8,1.24,1,0,0,0,1
0.38,7.5,26.0,175.0,0.9966200000000001,8.32,0.54,9.6,7,13.4,1.68,1,1,0,0,0
0.47,1.7,17.0,32.0,0.9968600000000001,8.15,0.67,10.6,7,23.4,1.26,0,0,1,0,1
0.39,4.3,31.0,127.0,0.9890399999999999,8.46,0.36,12.8,10,8.8,1.86,1,0,0,0,0
0.39,1.8,21.0,159.0,0.9948,8.52,0.47,10.0,7,14.4,1.53,0,0,1,1,0
0.26,5.2,36.0,135.0,0.9948,8.16,0.72,10.7,9,13.8,1.81,0,0,1,0,0
0.39,1.4,12.0,66.0,0.9908899999999999,8.25,0.75,11.3,9,13.0,1.49,0,0,1,0,0
0.18,1.2,40.0,114.0,0.9908,8.42,0.4,11.0,9,11.6,1.74,0,0,1,0,0
0.21,2.2,7.0,28.0,0.9964,8.28,0.55,9.7,5,15.2,1.14,1,1,0,0,1
0.21,1.8,14.0,31.0,0.9968899999999999,8.59,0.66,9.8,5,12.8,1.55,0,1,1,1,1
0.52,1.7,5.0,61.0,0.9918,8.07,0.43,10.4,7,14.0,1.63,1,0,0,0,0
0.19,10.5,15.0,82.0,0.9958799999999999,8.13,0.38,9.9,6,13.2,1.37,1,0,0,0,0
0.18,1.6,10.0,21.0,0.9957600000000001,8.15,0.49,9.9,5,18.4,1.34,1,1,0,0,1
0.34,6.4,16.0,111.0,0.9927799999999999,7.99,0.4,10.8,8,14.4,1.81,0,0,1,1,0
0.31,1.6,39.0,173.0,0.9918,8.19,0.51,11.4,8,14.6,1.28,0,0,1,0,0
0.2,12.6,45.0,187.0,0.9972,8.33,0.42,9.5,7,12.0,1.37,0,0,1,0,0
0.22,8.1,55.0,203.0,0.9961,8.19,0.52,8.9,7,13.6,1.42,0,0,1,0,0
0.41,1.3,45.0,104.0,0.9917,8.33,0.51,10.6,8,11.8,1.86,1,0,0,0,0
0.24,12.1,55.0,164.0,0.997,8.34,0.39,9.4,7,12.0,1.9,0,0,1,0,0
0.25,2.9,21.0,45.0,0.9974,8.49,0.96,12.1,6,15.8,1.58,1,1,0,0,1
0.34,2.4,34.0,97.0,0.98915,8.22,0.38,12.8,9,11.2,1.75,0,1,1,0,0
0.28,7.5,40.0,197.0,0.99485,8.14,0.6,9.7,7,12.4,1.22,1,0,0,0,0
0.32,6.2,47.0,161.0,0.9928100000000001,8.22,0.6,11.0,8,12.2,1.68,0,0,1,0,0
0.49,10.4,52.0,195.0,0.9987,8.31,0.44,10.2,8,18.0,1.87,0,0,1,0,0
0.3,1.6,36.0,139.0,0.99534,8.11,0.49,9.3,7,18.8,1.92,0,0,1,0,0
0.21,1.7,57.0,135.0,0.99341,8.32,0.44,9.5,5,11.8,1.03,0,0,1,1,1
0.27,15.5,25.0,135.0,0.9984,7.9,0.43,8.7,9,14.8,1.24,0,0,1,1,0
0.32,6.4,28.0,97.0,0.9924,8.23,0.44,11.8,8,14.0,1.8,1,0,0,0,0
0.3,5.3,20.0,125.0,0.9920399999999999,8.36,0.73,12.6,8,13.2,1.02,0,1,1,0,0
0.34,3.6,29.0,121.0,0.99111,8.28,0.48,12.1,9,13.0,1.09,0,0,1,0,0
0.05,2.3,16.0,36.0,0.99564,8.38,0.6,10.3,6,14.4,1.3,1,1,0,0,1
0.25,3.2,10.0,57.0,0.996,8.36,0.52,9.5,6,13.6,1.68,0,1,0,1,0
0.37,5.1,46.0,201.0,0.9938,8.08,0.65,10.5,6,13.6,1.76,0,1,1,0,0
0.57,2.4,30.0,52.0,0.9971,8.19,0.76,11.6,7,19.8,1.55,1,1,0,0,1
0.3,4.1,23.0,116.0,0.9940000000000001,7.99,0.38,9.4,8,13.8,1.35,0,0,1,0,0
0.45,3.3,20.0,49.0,0.9972,8.13,0.54,9.6,5,21.6,1.61,0,0,1,0,1
0.38,4.9,22.0,86.0,0.9896299999999999,8.23,0.58,13.1,9,11.6,1.76,1,0,0,0,0
0.49,5.9,22.0,118.0,0.9954,8.36,0.36,9.4,8,14.0,1.15,0,0,1,1,0
0.4,6.9,30.0,97.0,0.9951,8.26,0.44,10.1,8,16.2,1.49,0,0,1,0,0
0.31,1.5,17.0,83.0,0.9907600000000001,8.32,0.44,11.1,9,12.2,1.87,0,0,1,0,0
0.23,8.3,28.0,91.0,0.9952,8.44,0.55,12.1,6,13.0,1.57,1,0,0,0,1
0.14,2.4,21.0,40.0,0.9968,8.43,0.63,9.7,6,13.8,1.32,0,1,1,0,1
0.33,1.9,27.0,85.0,0.9970600000000001,8.41,0.58,9.0,5,15.2,1.88,0,1,1,0,1
0.31,2.4,15.0,143.0,0.9909399999999999,8.03,0.65,12.0,6,14.8,1.94,0,0,1,0,0
0.58,3.5,9.0,43.0,1.0004,8.29,0.58,9.0,5,19.8,1.77,0,1,1,0,1
0.23,2.0,28.0,138.0,0.99382,8.11,0.62,9.8,7,15.4,1.22,1,0,0,0,0
0.05,1.5,17.0,120.0,0.9932,8.21,0.56,9.2,8,12.0,1.36,0,1,1,0,0
0.48,2.2,29.0,104.0,0.9918,8.24,0.58,12.1,8,12.8,1.49,0,0,1,0,0
0.18,2.9,12.0,74.0,0.9973799999999999,8.14,0.54,9.4,5,17.6,1.28,1,1,0,0,1
0.32,3.7,29.0,193.0,0.99134,8.1,0.67,12.5,8,14.8,1.0,0,0,1,0,0
0.4,2.4,18.0,151.0,0.9952,8.04,0.46,9.3,6,18.4,1.23,0,0,1,0,0
0.31,1.5,34.0,121.0,0.99092,8.06,0.46,10.5,8,13.0,1.59,0,0,1,1,0
0.24,2.0,10.0,28.0,0.9983,8.45,0.78,9.5,6,15.0,1.74,1,1,0,0,1
0.0,10.2,13.0,111.0,0.99315,8.44,0.46,12.4,8,11.2,1.68,0,0,1,0,0
0.34,2.0,40.0,108.0,0.9894799999999999,8.19,0.5,12.3,8,11.8,1.46,0,0,1,0,0
0.27,4.6,23.0,98.0,0.9942200000000001,8.08,0.47,9.5,8,15.2,1.74,0,0,1,1,0
0.4,5.7,56.0,152.0,0.99398,8.16,0.88,10.5,8,12.0,1.49,0,0,1,0,0
0.37,15.4,55.0,95.0,1.00369,8.18,0.77,9.0,6,20.4,1.24,1,1,0,0,1
0.22,1.2,5.0,124.0,0.99098,8.1,0.37,11.2,6,13.4,1.24,0,0,1,0,0
0.03,1.6,17.0,42.0,0.9956,8.37,0.48,9.0,4,14.6,1.77,1,1,0,0,1
0.24,1.3,38.0,128.0,0.9936200000000001,8.77,0.6,10.6,7,11.6,1.45,0,0,1,1,0
0.44,1.6,36.0,51.0,0.99836,8.38,0.86,9.9,4,23.2,1.93,0,1,1,0,1
0.38,6.8,29.0,122.0,0.9925,8.19,0.37,12.6,9,14.6,1.44,0,1,1,0,0
0.19,14.5,37.0,115.0,0.99684,8.16,0.43,10.3,7,11.8,1.7,1,0,0,0,0
0.05,2.3,16.0,36.0,0.99564,8.38,0.6,10.3,6,14.4,1.29,1,1,0,0,1
0.32,18.75,32.0,193.0,1.00014,8.1,0.5,9.3,9,15.2,1.39,0,0,1,1,0
0.37,1.1,36.0,113.0,0.991,8.39,0.48,12.7,10,14.6,1.23,1,0,0,0,0
0.24,10.0,35.0,197.0,0.9981,8.41,0.47,9.0,7,14.4,1.71,1,1,0,0,0
0.24,9.0,42.0,219.0,0.99636,8.47,0.46,10.2,8,14.0,1.62,0,0,1,0,0
0.31,6.5,53.0,160.0,0.9927600000000001,8.03,0.38,10.9,8,15.0,1.52,0,0,1,1,0
0.26,6.0,42.0,134.0,0.9912,8.38,0.38,12.3,9,12.0,1.03,1,0,0,0,0
0.24,13.8,44.0,112.0,0.9983700000000001,7.97,0.66,8.8,8,11.4,1.96,0,0,1,0,0
0.42,1.1,19.0,113.0,0.9887100000000001,8.1,0.46,12.6,9,11.6,1.91,1,0,0,0,0
0.47,11.6,62.0,210.0,0.9968,8.19,0.5,9.5,7,12.4,1.47,0,0,1,0,0
0.07,1.6,6.0,15.0,0.9962,8.44,0.58,10.7,5,13.2,1.91,0,1,0,1,1
0.35,6.3,12.0,126.0,0.9924,8.16,0.39,12.0,9,15.2,1.61,1,0,0,0,0
0.33,1.8,16.0,28.0,0.99531,8.36,0.64,10.1,6,13.0,1.96,0,1,1,1,1
0.21,1.5,4.0,9.0,0.9945799999999999,8.16,0.54,9.8,6,15.4,1.93,1,1,0,0,1
0.35,13.5,49.0,118.0,0.99546,8.0,0.63,10.7,8,13.8,1.02,0,0,1,1,0
0.44,7.1,49.0,179.0,0.9952799999999999,8.15,0.48,9.2,7,12.8,1.03,0,0,1,0,0
0.3,8.5,24.0,152.0,0.99615,8.46,0.64,11.0,9,13.4,1.15,1,0,0,0,0
0.01,1.8,12.0,18.0,0.9956799999999999,8.32,0.56,10.5,7,15.4,1.81,1,1,0,0,1
0.36,4.6,56.0,178.0,0.9928,8.29,0.47,12.0,8,16.0,1.75,1,0,0,0,0
0.35,1.2,22.0,167.0,0.9912,8.1,0.48,10.6,8,12.4,1.0,0,0,1,0,0
0.32,1.5,19.0,142.0,0.9921,8.1,0.43,9.9,8,13.6,1.98,0,0,1,0,0
0.2,1.8,11.0,65.0,0.9971,8.54,0.58,9.3,5,13.6,1.98,0,1,1,1,1
0.14,1.2,24.0,84.0,0.9941,8.15,0.43,8.9,7,14.2,1.06,1,0,0,0,0
0.26,7.9,53.0,180.0,0.9951399999999999,8.14,0.5,9.6,7,12.8,1.92,1,0,0,0,0
0.28,3.3,18.0,91.0,0.993,8.42,0.64,10.8,8,13.2,1.55,0,0,1,1,0
0.45,5.4,15.0,118.0,0.9954,8.14,0.34,9.6,7,16.4,1.04,0,1,1,1,0
0.29,1.8,38.0,102.0,0.98819,8.08,0.42,13.7,9,13.2,1.51,0,0,1,0,0
0.28,8.7,52.0,242.0,0.9952,8.22,0.53,10.5,8,13.6,1.97,0,0,1,1,0
0.24,2.2,19.0,42.0,0.9946,8.57,0.57,11.7,6,12.4,1.12,1,0,0,0,1
0.32,9.2,54.0,191.0,0.9966,8.04,0.56,9.7,8,15.0,1.63,0,0,1,0,0
0.51,7.6,35.0,200.0,0.9954799999999999,8.16,0.54,9.4,6,12.6,1.06,0,0,1,0,0
0.08,4.9,34.0,144.0,0.99445,8.1,0.56,10.0,7,12.8,1.84,0,1,1,0,0
0.43,1.7,22.0,50.0,0.9946,8.38,0.6,11.9,6,16.0,1.12,0,0,1,0,1
0.05,1.9,9.0,17.0,0.9949600000000001,8.52,0.78,10.6,5,12.0,1.73,0,1,1,1,1
0.41,1.3,42.0,118.0,0.99018,8.04,0.64,11.73333333,8,12.0,1.19,0,0,1,0,0
0.38,4.75,23.0,94.0,0.991,8.42,0.42,11.8,9,11.6,1.09,1,0,0,0,0
0.37,1.8,13.0,200.0,0.9945,8.49,0.44,10.5,6,12.2,1.69,1,0,0,0,0
0.29,7.3,56.0,244.0,0.9956,8.36,0.55,10.0,8,12.4,1.44,1,0,0,0,0
0.5,1.8,7.0,16.0,0.9946200000000001,8.21,0.69,12.5,8,18.2,1.1,0,1,1,0,1
0.19,7.8,48.0,184.0,0.99579,8.16,0.5,9.4,7,14.2,1.87,0,0,1,0,0
